vehicle_x,vehicle_y,vehicle_z
22.5505,-1.96075,0.00846736
22.6014,-1.96466,0.00847751
22.6522,-1.96836,0.00854752
22.7031,-1.97188,0.00855842
22.754,-1.97524,0.00855776
22.8049,-1.97843,0.00855722
22.8558,-1.98148,0.00855675
22.9067,-1.98436,0.00850606
22.956,-1.98694,0.00846784
23.0061,-1.98925,0.00850375
23.0571,-1.9913,0.00855823
23.108,-1.99315,0.00855802
23.142,-1.99427,0.0085576
23.193,-1.9958,0.00855709
23.244,-1.99717,0.00852962
23.2949,-1.99838,0.00848387
23.3459,-1.99944,0.00849915
23.3969,-2.00034,0.00853663
23.4471,-2.001,0.00855781
23.4953,-2.00132,0.00853863
23.5449,-2.00125,0.00851417
23.5959,-2.0009,0.0085206
23.6469,-2.00041,0.00854147
23.6979,-1.99979,0.00854873
23.7489,-1.99904,0.00853591
23.7998,-1.99818,0.00852135
23.8508,-1.9972,0.00851963
23.9018,-1.9961,0.00853034
23.9356,-1.99531,0.00853711
23.9863,-1.99395,0.00854092
24.0373,-1.99229,0.00854151
24.0882,-1.99036,0.00853017
24.1392,-1.98818,0.00852162
24.1901,-1.98579,0.00852953
24.241,-1.98319,0.00853196
24.292,-1.9804,0.00853628
24.3429,-1.97743,0.00853726
24.3938,-1.97428,0.00852562
24.4446,-1.97091,0.00853045
24.4941,-1.96737,0.0085253
24.5442,-1.96342,0.00852861
24.595,-1.95919,0.00853748
24.6458,-1.95477,0.00854089
24.6966,-1.95017,0.00853426
24.7305,-1.94702,0.00852793
24.7812,-1.94217,0.0085197
24.832,-1.93718,0.00852658
24.8827,-1.93204,0.00853632
24.9334,-1.92674,0.00854268
24.9835,-1.9213,0.00852546
25.0338,-1.91556,0.00851791
25.0844,-1.90955,0.00853091
25.1351,-1.90333,0.00853392
25.1856,-1.89692,0.00853812
25.2362,-1.89035,0.00853474
25.2868,-1.88361,0.00852785
25.3373,-1.87673,0.0085244
25.3878,-1.86968,0.00852953
25.4383,-1.86247,0.00853412
25.4883,-1.8551,0.00852943
25.5217,-1.85001,0.00852627
25.5721,-1.84214,0.00853314
25.6225,-1.83409,0.00852867
25.6728,-1.82585,0.00853115
25.7231,-1.81746,0.00852807
25.7734,-1.80892,0.00853031
25.8236,-1.80024,0.0085296
25.8738,-1.79142,0.00852562
25.924,-1.78245,0.00852773
25.9747,-1.77321,0.00853318
26.0251,-1.76378,0.00853148
26.0752,-1.75418,0.00853124
26.1252,-1.74439,0.00852578
26.1752,-1.73444,0.00852906
26.2252,-1.72433,0.00853066
26.2752,-1.71408,0.00853661
26.3084,-1.70717,0.00853708
26.3584,-1.6967,0.00853162
26.4082,-1.68609,0.00852704
26.4595,-1.67498,0.00854118
26.5101,-1.6638,0.00853541
26.5598,-1.65257,0.00852858
26.6095,-1.64118,0.00852206
26.6592,-1.62964,0.00852155
26.7088,-1.61797,0.00853652
